smiles,true_dent,pred_dent,dent_correct,molecular_acc,balanced_acc,donor_recall,neg_acc,overall_acc,tp,fp,tn,fn
[CH]N1C(c2cc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c2)(c2cc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c2)c2ccccc2C1(c1cc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1)c1cc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,145,0
O=C([O-])/C=C/C1=C[N-2]~[CH]~[NH-]1,1,3,0.0,0.0,0.8888888888888888,1.0,0.7777777777777778,0.8,1,2,7,0
CCC1=N[N-2]~[C](~[N-2]S(=O)(=O)c2ccccc2)S1,1,2,0.0,0.0,0.96875,1.0,0.9375,0.9411764705882353,1,1,15,0
[O-]c1ccc(Br)cc1/C=N/Cc1ccccc1OCC(O)COc1ccccc1C/N=C/c1cc(Br)ccc1[O-],4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,36,0
O=S(=O)([O-])C[C@@H](c1ccccc1)P(c1ccccc1)c1ccccc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,23,0
CN(C)c1ccc(/C=C/c2cccs2)cc1,6,0,0.0,0.0,0.5,0.0,1.0,0.625,0,0,10,6
[CH2]~[C](~[CH]~[CH]CCP(c1ccccc1)c1ccccc1)[C@@](C)(O)c1ccccc1,5,5,1.0,1.0,1.0,1.0,1.0,1.0,5,0,23,0
[CH2]~[C](~[CH]~[CH]CCP(c1ccccc1)c1ccccc1)[C@H](O)c1ccccc1,5,5,1.0,1.0,1.0,1.0,1.0,1.0,5,0,22,0
COc1cc(C(=O)N/N=C/c2ccccc2[O-])cc(OC)c1OC,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,21,0
c1ccc2c3c(ccc2c1)CN(p1oc2ccccc2c2ccccc2o1)Cc1ccc2ccccc2c1-3,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,37,0
C[C@H](Nc1cccc2ccc(-c3[c]cccc3)nc12)c1ccccn1,4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,21,0
CCOCCP(CCCP(CCOCC)CCOCC)CCOCC,2,6,0.0,0.0,0.9130434782608696,1.0,0.8260869565217391,0.84,2,4,19,0
c1ccc2c(c1)CSCCOCCOCCSCc1ccccc1OCCCO2,4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,25,0
CO[C](~[C]1C=CC=C[C]~1c1ccc2c(n1)C[C@H]1C[C@@H]2C1(C)C)c1ccccc1,4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,24,0
CCO[C](~[O-2])~[C](C)~[C](C)~[O-2],2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,8,0
[C]=Cc1ccc(C)cc1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,8,0
C1CCN2CCCC3=C4CCCN(CC1)CCCC4=C3CCC2,4,6,0.0,0.0,0.9473684210526316,1.0,0.8947368421052632,0.9130434782608695,4,2,17,0
C1CCCCN2CCCC3=C4CCCN(CCC1)CCCC4=C3CCC2,4,6,0.0,0.0,0.9545454545454546,1.0,0.9090909090909091,0.9230769230769231,4,2,20,0
NCCC[C@H](N)C(=O)[O-],3,4,0.0,0.0,0.9166666666666667,1.0,0.8333333333333334,0.8888888888888888,3,1,5,0
Cc1[c][n+](C)c2ccccn12,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,10,0
CC1(C)[N+](=O)C(c2ccc(Cl)cc2)=[N+]([O-])C1(C)C,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,17,0
CC(/C=C(\[O-])c1ccccc1Br)=N\c1ccccc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,17,0
[O-]c1c(-c2ccccc2)oc2ccccc2c1=S,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,16,0
CCO[C@H]1N2/N=C(C)/C(C)=N/O[B@@-]3(c4ccccc4)O/N=C(C)/C(C)=N/N1[C@H](OCC)N(/N=C(C)/C(C)=N/O3)[C@@H]2OCC,6,6,1.0,1.0,1.0,1.0,1.0,1.0,6,0,37,0
CCO[C@H]1N2/N=C3\CCCC\C3=N/O[B@@-]3(c4ccccc4)O/N=C4\CCCC\C4=N/N1[C@H](OCC)N(/N=C1\CCCC\C1=N/O3)[C@@H]2OCC,6,6,1.0,1.0,1.0,1.0,1.0,1.0,6,0,43,0
c1ccc(-c2ccc(CN3CCOCCOCCN(Cc4ccc(-c5ccccn5)nc4)CCOCCOCC3)cn2)nc1,2,8,0.0,0.0,0.9285714285714286,1.0,0.8571428571428571,0.8636363636363636,2,6,36,0
O=CC[C@H](c1ccccc1)P(c1ccccc1)c1ccccc1,1,2,0.0,0.0,0.9772727272727273,1.0,0.9545454545454546,0.9565217391304348,1,1,21,0
O=[C]C[C@@H](c1ccccc1)P(c1ccccc1)c1ccccc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,21,0
O=S(=O)([O-])c1ccccc1/N=C/c1c([O-])ccc2ccccc12,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,20,0
CC(C)(C)[CH]~[C]1CCC[CH]~1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,7,0
C/C([O-])=C/C(C)=N/c1c(C)cc(C)c(N)c1C,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,15,0
c1ccc(-c2nnc3c4ccccc4cnn23)nc1,2,3,0.0,0.0,0.9705882352941176,1.0,0.9411764705882353,0.9473684210526315,2,1,16,0
CN(CCN(Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1[O-])Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1[O-])Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1[O-],5,5,1.0,1.0,1.0,1.0,1.0,1.0,5,0,48,0
Fc1cc(C(F)(F)F)c[c]c1-c1ccccn1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,15,0
[C]#CC(C#Cc1ccc(N(C)C)cc1)=C(C)C,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,16,0
O=C1c2ccccc2-c2ccccc2[C@]1([O-])O[O-],3,2,0.0,0.0,0.8333333333333333,0.6666666666666666,1.0,0.9444444444444444,2,0,15,1
Cc1cccc(C)c1NC(=O)[N-]c1ccccc1[N-]C(=O)Nc1c(C)cccc1C,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,28,0
Cc1n[nH]c(C)c1/N=N/c1c(C)n[nH]c1C,1,2,0.0,0.0,0.9666666666666667,1.0,0.9333333333333333,0.9375,1,1,14,0
COC(=O)[C@@H]1COC(c2cccc(C3=N[C@H](C(=O)OC)CO3)n2)=N1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,21,0
Nc1c([N+](=O)[O-])n[n-]c1[N+](=O)[O-],2,3,0.0,0.0,0.95,1.0,0.9,0.9166666666666666,2,1,9,0
Cc1ccc(-c2ccc(-c3ccc(C)cc3)c3nc(-c4nc5c(-c6ccc(C)cc6)ccc(-c6ccc(C)cc6)c5nc4-c4nc5c(-c6ccc(C)cc6)ccc(-c6ccc(C)cc6)c5nc4Cl)[c]nc23)cc1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,72,0
Cc1ccc(C(c2ccc(C)cc2)c2cc(C)cc(C(c3ccc(C)cc3)c3ccc(C)cc3)c2/N=C/c2ccccn2)cc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,43,0
CCCCCOc1ccc(C(=O)Oc2ccc(/C=N/CC/N=C/c3ccc(OC(=O)c4ccc(OCCCCC)cc4)cc3[O-])c([O-])c2)cc1,4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,46,0
[O-]c1c(C2=NCCO2)ccc2ccccc12,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,14,0
Cc1cc(CN(C(C)C)C(C)C)c([O-])c(CN(C(C)C)C(C)C)c1,1,3,0.0,0.0,0.9565217391304348,1.0,0.9130434782608695,0.9166666666666666,1,2,21,0
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,42,0
CCC(=O)Nc1cc(C(=O)[O-])ccc1C(=O)[O-],1,4,0.0,0.0,0.90625,1.0,0.8125,0.8235294117647058,1,3,13,0
CC(=O)Nc1cc(C(=O)[O-])ccc1C(=O)[O-],1,4,0.0,0.0,0.9,1.0,0.8,0.8125,1,3,12,0
C[CH]~[CH]~[CH]OCC,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,4,0
O=P(O)(O)C[P@](=O)([O-])O,2,3,0.0,0.0,0.9285714285714286,1.0,0.8571428571428571,0.8888888888888888,2,1,6,0
Cc1cccc(/C=N/c2ccccc2[S-])c1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,14,0
CN1CCN(CCCN)CCN(CCCN)CC1,5,5,1.0,1.0,1.0,1.0,1.0,1.0,5,0,13,0
[NH-2]~[C](~[N-3]~[C](~[N-2]c1ccccc1)Nc1ccccc1)c1ccccc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,22,0
Cc1cccc(C)c1/[N+]=C(/[N-]c1c(C)cccc1C)N(C)C,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,20,0
N/C([S-])=N/[N-2]~[C]1c2ccccc2N[C]~1[O-],3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,12,0
c1ccc2c(c1)c1ccccc1n2-c1ccc(C(n2cccn2)n2cccn2)cc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,28,0
Cc1cc(C)c(/N=N/[N-]C[Si](C)(C)C)c(C)c1,2,2,1.0,0.0,0.7166666666666667,0.5,0.9333333333333333,0.8823529411764706,1,1,14,1
[c]1cccc2cc3ccccc3[c]c12,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,12,0
O=C([O-])c1cc(=O)[n-]c(=O)[nH]1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,10,0
[CH2][n+]1[nH]c(C(C)C)cc1C(C)C,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,11,0
Cc1c([O-])c(CN(CCN(CC(=O)O)Cc2c(CO)c[n+](C)c(C)c2[O-])CC(=O)[O-])c(CO)c[n+]1C,4,7,0.0,0.0,0.953125,1.0,0.90625,0.9166666666666666,4,3,29,0
[N-2]c1c(C(c2ccccc2)c2ccccc2)cc(Cl)cc1C(c1ccccc1)c1ccccc1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,33,0
CO[C@@H](c1ccc(C(C)(C)C)cc1)P(c1ccccc1)c1ccccc1,6,4,0.0,0.0,0.725,0.5,0.95,0.8461538461538461,3,1,19,3
[N-2]c1ccc([N+](=O)[O-])cc1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,9,0
C[Si]1(C)O[Si](C)(C)c2pc(c(-c3ccccc3)cc2-c2ccccc2)[Si](C)(C)O[Si](C)(C)c2pc(c(-c3ccccc3)cc2-c2ccccc2)[Si](C)(C)O[Si](C)(C)c2pc1c(-c1ccccc1)cc2-c1ccccc1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,72,0
N#CCCC#N,1,2,0.0,0.0,0.9,1.0,0.8,0.8333333333333334,1,1,4,0
CO[C@H]1Oc2ccccc2[C](~[O-2])~[C]1~[CH]~[O-2],2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,13,0
COC(=O)[C](c1ccccc1CNCc1ccccc1)C1(C(=O)OC)C(C(=O)OC)=C(C(=O)OC)C(C(=O)OC)=C1C(=O)OC,3,4,0.0,0.0,0.8095238095238095,0.6666666666666666,0.9523809523809523,0.9333333333333333,2,2,40,1
CNCCc1ccccc1[C](C(=O)OC)C1(C(=O)OC)C(C(=O)OC)=C(C(=O)OC)C(C(=O)OC)=C1C(=O)OC,3,4,0.0,0.0,0.8063063063063063,0.6666666666666666,0.9459459459459459,0.925,2,2,35,1
CC(C)(C)c1ccc(C(=O)N(c2ccccn2)c2ccccn2)cc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,23,0
CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2ccnc3c2ccc2c(N(c4ccc(C(C)(C)C)cc4)c4ccc(C(C)(C)C)cc4)ccnc23)cc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,54,0
COc1cccc(/C=N/[C@H](C(=O)[O-])C(C)(C)C)c1[O-],3,4,0.0,0.0,0.96875,1.0,0.9375,0.9473684210526315,3,1,15,0
c1ccc(Nc2cccc(-c3nc4ccccc4s3)n2)nc1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,19,0
CC(C)c1cccc(C(C)C)c1-c1cccc(-c2c(C(C)C)cccc2C(C)C)c1[O-],1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,30,0
S=c1oc2ccccc2n1[BH-](Sc1nc2ccccc2o1)n1c(=S)oc2ccccc21,3,4,0.0,0.0,0.9821428571428572,1.0,0.9642857142857143,0.967741935483871,3,1,27,0
S=c1oc2ccccc2n1[B-](Cl)(Sc1nc2ccccc2o1)n1c(=S)oc2ccccc21,3,3,1.0,0.0,0.8160919540229885,0.6666666666666666,0.9655172413793104,0.9375,2,1,28,1
Nc1nnnn1CC(=O)[O-],1,3,0.0,0.0,0.8888888888888888,1.0,0.7777777777777778,0.8,1,2,7,0
CCOCCP1CCCP(CCOCC)CCCP(CCOCC)CCC1,3,6,0.0,0.0,0.9375,1.0,0.875,0.8888888888888888,3,3,21,0
COCCCP1CCCP(CCCOC)CCCP(CCCOC)CCC1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,24,0
O=C1[N-]C(=O)[C@H]2[C@@H]1[C@H]1C=C[C@@H]2O1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,11,0
C[Si](C)(C)[Si-]1[Si](C)(C)[Si](C)(C)[Si-]([Si](C)(C)C)[Si](C)(C)[Si]1(C)C,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,20,0
C[Si](C)(C)[Si-]([Si](C)(C)C)[Si](C)(C)[Si](C)(C)[Si](C)(C)[Si-]([Si](C)(C)C)[Si](C)(C)C,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,25,0
c1ccc(P(c2ccccc2)N2CCN(P(c3ccccc3)c3ccccc3)CC2)cc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,30,0
N/C([S-])=N/N=C/c1cc2ccccc2[nH]c1=O,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,14,0
Cc1nc[n-]c1CN1CCCN(Cc2[n-]cnc2C)CC1,4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,17,0
CCCN(CCC)[C](~[S-2])~[N-3]~[C](~[O-2])c1ccc(Br)cc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,17,0
C=CCNC(=S)OCC,1,3,0.0,0.0,0.875,1.0,0.75,0.7777777777777778,1,2,6,0
COc1ccccc1P(c1ccccc1OC)N(c1ccccc1)P(=O)(c1ccccc1)c1ccccc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,36,0
Cc1cc(C)c(B(O)c2ccc(-c3[c]cccc3)nc2)c(C)c1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,21,0
COc1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([n-]4)c4ccc([n-]4)c(-c4ccccc4)c4ccc2[n-]4)C=C3)cc1,4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,39,0
CC1(C)O[C@H]2C[C@H](C(c3ccccc3)=[P+](c3ccccc3)c3ccccc3)[C@@H](C(c3ccccc3)=[P+](c3ccccc3)c3ccccc3)C[C@@H]2O1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,49,0
C(=N/Nc1cc(-c2ccccn2)nc(-c2ccccn2)c1)\c1ccccc1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,24,0
CN(/N=C/c1ccccc1)c1cc(-c2ccccn2)nc(-c2ccccn2)c1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,25,0
C/C(=N\Nc1cc(-c2ccccn2)nc(-c2ccccn2)c1)c1ccccc1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,25,0
COc1cc(/C=N/Nc2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc(OC)c1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,28,0
COc1ccc(/C=N/Nc2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,26,0
Cc1ccc([N-]c2ccccc2/N=N/c2ccccn2)cc1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,19,0
Cc1ccc(Nc2ccc(/N=N/c3ccccn3)cc2)cc1,2,6,0.0,0.0,0.9,1.0,0.8,0.8181818181818182,2,4,16,0
c1ccc(/C(=N\Nc2nc3ccccc3s2)c2ccccn2)cc1,2,3,0.0,0.0,0.9772727272727273,1.0,0.9545454545454546,0.9583333333333334,2,1,21,0
CN(C)C(=S)N(C)CCNc1c2ccccc2[nH+]c2ccccc12,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,23,0
c1ccc(C(=NNc2nc3ccccc3s2)c2ccccn2)nc1,2,4,0.0,0.0,0.9545454545454546,1.0,0.9090909090909091,0.9166666666666666,2,2,20,0
O=C(N/N=C/c1ccccn1)c1ccc(Cl)cc1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,15,0
Cc1cc(C)n(C(CC(n2nc(C)cc2C)n2nc(C)cc2C)n2nc(C)cc2C)n1,2,4,0.0,0.0,0.9655172413793103,1.0,0.9310344827586207,0.9354838709677419,2,2,27,0
O=P(c1ccccc1)(c1ccccc1)c1sc2ccccc2c1P(c1ccccc1C(F)(F)F)c1ccccc1C(F)(F)F,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,42,0
OCc1ccc(Br)cn1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,7,0
CC[C@H](C[CH]C(=O)OC)C(=O)OC,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,11,0
CSCCNCCN1CCOCC1,3,4,0.0,0.0,0.95,1.0,0.9,0.9230769230769231,3,1,9,0
CC(C)c1cccc(C(C)C)c1[N-]c1ccccc1/C=N/CCN(C(C)C)C(C)C,2,3,0.0,0.0,0.9821428571428572,1.0,0.9642857142857143,0.9666666666666667,2,1,27,0
Cc1cc(C)n([C@H](C(=O)[O-])n2nc(C(C)(C)C)cc2C(C)(C)C)n1,3,4,0.0,0.0,0.9761904761904762,1.0,0.9523809523809523,0.9583333333333334,3,1,20,0
C=CCO[C@@H]1C(=C)C(=C)CC1(c1ccccc1)c1ccccc1,4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,19,0
[CH]/C=C/C(CC=C(C)C)(c1ccccc1)c1ccccc1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,20,0
[C]#C/C(C)=C/C(c1ccccc1)(c1ccccc1)c1ccccc1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,23,0
CC(C)(C)c1cc(C(C)(C)C)c(P=C(Br)Br)c(C(C)(C)C)c1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,21,0
O=[P@@]1([O-])Oc2ccc3ccccc3c2-c2c(c(P(c3ccccc3)c3ccccc3)cc3ccccc23)O1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,36,0
O=C1NCc2ccc(nc2)-c2ccc(cn2)CNC(=O)NCc2ccc(nc2)-c2ccc(cn2)CN1,4,6,0.0,0.0,0.96875,1.0,0.9375,0.9444444444444444,4,2,30,0
[O-]c1ccccc1C1=N[C@@H](Cc2ccccc2)CO1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,17,0
Clc1ccc(/N=C/c2ccc[n-]2)cc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,12,0
COc1ccccc1C(C)=O,6,8,0.0,0.0,0.8,1.0,0.6,0.8181818181818182,6,2,3,0
COc1ccc(-c2cc(C)n[nH]2)cc1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,13,0
Cc1ccc2c(n1)-c1nc(C)ccc1[C@@H]1O[C@H]21,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,15,0
Cc1cc(C)c(P(C)[C@@H](c2ccccc2)C(C)(C)C2=N[C@@H](C(C)C)CO2)c(C)c1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,27,0
FC(F)(F)[C@H]1CP(C(c2ccccc2)(c2ccccc2)c2ccccc2)O1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,26,0
[CH]=CC(=O)P(c1ccccc1)c1ccccc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,15,0
CC1(C)CC/C(=N/C(=O)c2ccccc2)N1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,15,0
N=C(N)N=[N+]=O,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,4,0
FC(F)(F)c1cc(/C=N/[C@H]2C[C@@H](/N=C/c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C[C@@H](/N=C/c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)cc(C(F)(F)F)c1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,51,0
CCOC(=O)C[C@@H](CP(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,32,0
COc1ccc(-c2cc3ccccc3p2-c2ccc(OC)cc2)cc1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,24,0
COc1ccc(-c2cc3ccccc3p2-c2ccc(C(F)(F)F)cc2)cc1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,26,0
COc1ccc(-p2c(-c3ccc(C(F)(F)F)cc3)cc3ccccc32)cc1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,26,0
CCOc1cccc(/C=N/[C@H](C)c2ccccc2)c1[O-],2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,18,0
C[C@@H](/N=C/c1ccccc1[O-])c1cccc2ccccc12,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,19,0
CN(C)[Si](C)(C)[CH]~[C](~[N-2][Si](C)(C)N(C)C)C(C)(C)C,5,5,1.0,1.0,1.0,1.0,1.0,1.0,5,0,14,0
[S-]C1=C([S-])S[C@@H]2CCCC[C@@H]2S1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,10,0
C[C@@H](NC(=S)NC(=O)c1ccco1)C(=O)O,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,15,0
O=C([O-])C[NH2+]CC(=O)O,1,2,0.0,0.0,0.9375,1.0,0.875,0.8888888888888888,1,1,7,0
O=P(c1ccco1)(c1ccco1)c1ccco1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,16,0
Cn1ccn([B-](Cl)(n2ccn(C)c2=S)n2ccn(C)c2=S)c1=S,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,20,0
[O-]c1cc(Br)ccc1/N=N/c1ccc(/N=N/c2ccc(Br)cc2)[n-]1,3,4,0.0,0.0,0.9761904761904762,1.0,0.9523809523809523,0.9583333333333334,3,1,20,0
N[C]1~[CH][C](C(F)(F)F)[CH]~[C](N)~[C]~1C(N1[CH]~[CH]~[CH]~[N-2]1)(N1[CH]~[CH]~[CH]~[N-2]1)N1[CH]~[CH]~[CH]~[N-2]1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,25,0
c1ccc(-c2ccc(CNCCN(CCNCc3ccc(-c4ccccn4)nc3)CC[NH2+]Cc3ccc(-c4ccccn4)nc3)cn2)nc1,6,9,0.0,0.0,0.9651162790697674,1.0,0.9302325581395349,0.9387755102040817,6,3,40,0
C(=C(/c1ccccc1)P(c1ccccc1)c1ccccc1)\P(c1ccccc1)c1ccccc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,32,0
CC(C)(C)CSc1ccccc1[S-],2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,11,0
C=C(c1cccs1)c1ccccc1[N-2],1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,13,0
O=[N+]([O-])c1ccc(-[n+]2ccc(-c3ccncc3)cc2)c([N+](=O)[O-])c1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,23,0
CCC(=N)ON(C)C,1,2,0.0,0.0,0.9285714285714286,1.0,0.8571428571428571,0.875,1,1,6,0
C/N=C(/C(=O)c1ccccc1)c1ccccc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,15,0
C[Si](C)(C)C([P-]Oc1ccccc1)[Si](C)(C)C,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,16,0
C[Si](C)(C)N=P([C]P(=N[Si](C)(C)C)(C1CCCCC1)C1CCCCC1)(C1CCCCC1)C1CCCCC1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,34,0
CCCCN1CCNC[C@]2(N)CNCCNC[C@@](N)(CNCCNC2)C1,6,7,0.0,0.0,0.975,1.0,0.95,0.9615384615384616,6,1,19,0
[O-]c1c(Cl)cc(Cl)cc1CNc1ccccc1NCc1cc(Cl)cc(Cl)c1[O-],4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,24,0
c1ccc(-p2oc3c4ccccc4c4ccccc4c3c3c4ccccc4c4ccccc4c3o2)cc1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,36,0
O=c1c(Br)cc[c]n1-c1ccccn1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,12,0
C[C](~[CH]~[C](~[O-2])c1ccc(F)cc1)~[N-2]c1ccccc1/N=C/c1cc(F)cc(F)c1[O-],4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,26,0
Clc1ccc(NCP(CNc2ccc(Cl)c3ccccc23)CNc2ccc(Cl)c3ccccc23)c2ccccc12,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,39,0
C1=C(c2ccnc3cccnc23)c2ccccc2C1,3,3,1.0,0.0,0.6041666666666666,0.3333333333333333,0.875,0.7894736842105263,1,2,14,2
[CH2]~[C](~[CH]C1CCCCC1)CC(=C)P(C(C)C)C(C)C,4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,15,0
Cc1ccc(S(=O)(=O)[N-]/C(=C2/C=CC=N2)c2ccccc2)cc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,21,0
Cn1c(C(=O)c2nc(-c3ccccc3)c(-c3ccccc3)n2C)nc(-c2ccccc2)c1-c1ccccc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,36,0
Cn1ccnc1CN1CCNCCN(Cc2nccn2C)CC1,5,5,1.0,1.0,1.0,1.0,1.0,1.0,5,0,18,0
C=CCNC(=S)OC,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,5,0
